event_name,event_date,event_location,event_details_url,weight_class,fight_stats_page_url,header_fighter_a_name,header_fighter_a_nickname,header_fighter_a_outcome,header_fighter_b_name,header_fighter_b_nickname,header_fighter_b_outcome,header_winner_name,header_round_detailed,header_time_detailed,header_time_format_detailed,header_referee_detailed,header_finish_details_detailed,fighter_a_per_round_totals_json,fighter_a_per_round_sig_strikes_json,fighter_a_kd,fighter_a_sig_str_landed,fighter_a_sig_str_attempted,fighter_a_sig_str_pct,fighter_a_total_str_landed,fighter_a_total_str_attempted,fighter_a_td_landed,fighter_a_td_attempted,fighter_a_td_pct,fighter_a_sub_att,fighter_a_rev,fighter_a_ctrl_time_seconds,fighter_a_sig_strikes_head_landed,fighter_a_sig_strikes_head_attempted,fighter_a_sig_strikes_body_landed,fighter_a_sig_strikes_body_attempted,fighter_a_sig_strikes_leg_landed,fighter_a_sig_strikes_leg_attempted,fighter_a_sig_strikes_distance_landed,fighter_a_sig_strikes_distance_attempted,fighter_a_sig_strikes_clinch_landed,fighter_a_sig_strikes_clinch_attempted,fighter_a_sig_strikes_ground_landed,fighter_a_sig_strikes_ground_attempted,fighter_b_per_round_totals_json,fighter_b_per_round_sig_strikes_json,fighter_b_kd,fighter_b_sig_str_landed,fighter_b_sig_str_attempted,fighter_b_sig_str_pct,fighter_b_total_str_landed,fighter_b_total_str_attempted,fighter_b_td_landed,fighter_b_td_attempted,fighter_b_td_pct,fighter_b_sub_att,fighter_b_rev,fighter_b_ctrl_time_seconds,fighter_b_sig_strikes_head_landed,fighter_b_sig_strikes_head_attempted,fighter_b_sig_strikes_body_landed,fighter_b_sig_strikes_body_attempted,fighter_b_sig_strikes_leg_landed,fighter_b_sig_strikes_leg_attempted,fighter_b_sig_strikes_distance_landed,fighter_b_sig_strikes_distance_attempted,fighter_b_sig_strikes_clinch_landed,fighter_b_sig_strikes_clinch_attempted,fighter_b_sig_strikes_ground_landed,fighter_b_sig_strikes_ground_attempted,event_date_iso,FightID_generated
UFC on FOX: Lawler vs Brown,"July 26, 2014","San Jose, California, USA",http://ufcstats.com/event-details/05fbfe628658c538,Women's Strawweight,http://ufcstats.com/fight-details/f29ba17d818d4fac,Juliana Lima,"""Ju Thai""",L,Joanna Jedrzejczyk,,W,Joanna Jedrzejczyk,3,5:00,3 Rnd (5-5-5),Mike Beltran,,[],[],0,18,77,0.23,38,103,1,14,0.07,0,0,370,8,56,3,5,7,16,13,69,3,5,2,3,[],[],0,46,168,0.27,55,180,0,0,0.0,0,0,9,24,128,21,36,1,4,34,152,12,16,0,0,2014-07-26T00:00:00,f29ba17d818d4fac
UFC on FOX: Lawler vs Brown,"July 26, 2014","San Jose, California, USA",http://ufcstats.com/event-details/05fbfe628658c538,Featherweight,http://ufcstats.com/fight-details/55b3724a98c0469c,Steven Siler,"""Super""",L,Noad Lahat,"""Neo""",W,Noad Lahat,3,5:00,3 Rnd (5-5-5),Jason Herzog,,[],[],0,35,92,0.38,56,119,0,0,0.0,0,1,221,26,80,2,4,7,8,32,82,1,3,2,7,[],[],0,26,91,0.28,76,143,4,17,0.23,2,0,199,15,73,1,6,10,12,22,87,0,0,4,4,2014-07-26T00:00:00,55b3724a98c0469c
UFC Fight Night: Te Huna vs Marquardt,"June 28, 2014","Auckland, New Zealand",http://ufcstats.com/event-details/ac9521250dc1a14c,Middleweight,http://ufcstats.com/fight-details/bfcabf1ab823942f,James Te Huna,,L,Nate Marquardt,"""The Great""",W,Nate Marquardt,1,4:34,5 Rnd (5-5-5-5-5),John Sharp,Armbar On Ground,[],[],0,6,10,0.6,17,21,0,1,0.0,0,0,39,1,4,3,4,2,2,0,2,6,8,0,0,[],[],1,17,27,0.62,29,40,2,2,1.0,1,0,194,15,23,2,3,0,1,3,9,2,4,12,14,2014-06-28T00:00:00,bfcabf1ab823942f
UFC Fight Night: Te Huna vs Marquardt,"June 28, 2014","Auckland, New Zealand",http://ufcstats.com/event-details/ac9521250dc1a14c,Heavyweight,http://ufcstats.com/fight-details/7962611f2adbacc0,Soa Palelei,"""The Hulk""",L,Jared Rosholt,,W,Jared Rosholt,3,5:00,3 Rnd (5-5-5),Steve Perceval,,[],[],0,11,25,0.44,46,62,0,5,0.0,0,0,42,8,20,1,2,2,3,4,16,3,5,4,4,[],[],0,43,58,0.74,148,177,1,4,0.25,0,0,695,16,28,9,11,18,19,4,15,24,27,15,16,2014-06-28T00:00:00,7962611f2adbacc0
UFC Fight Night: Te Huna vs Marquardt,"June 28, 2014","Auckland, New Zealand",http://ufcstats.com/event-details/ac9521250dc1a14c,Featherweight,http://ufcstats.com/fight-details/a4759c52378f9d1a,Hatsu Hioki,,L,Charles Oliveira,"""Do Bronxs""",W,Charles Oliveira,2,4:32,3 Rnd (5-5-5),John Sharp,Anaconda Choke On Ground,[],[],0,11,27,0.4,31,51,3,4,0.75,0,0,357,7,21,4,6,0,0,6,17,2,3,3,7,[],[],0,24,38,0.63,33,52,3,5,0.6,2,0,143,10,23,10,11,4,4,3,14,14,17,7,7,2014-06-28T00:00:00,a4759c52378f9d1a
UFC Fight Night: Te Huna vs Marquardt,"June 28, 2014","Auckland, New Zealand",http://ufcstats.com/event-details/ac9521250dc1a14c,Welterweight,http://ufcstats.com/fight-details/1f65f03f1225e061,Robert Whittaker,"""The Reaper""",W,Mike Rhodes,"""Biggie""",L,Robert Whittaker,3,5:00,3 Rnd (5-5-5),Steve Perceval,,[],[],0,66,183,0.36,93,213,1,1,1.0,0,0,142,46,163,10,10,10,10,62,177,3,4,1,2,[],[],0,47,146,0.32,52,153,0,2,0.0,0,0,37,25,115,4,8,18,23,44,142,3,4,0,0,2014-06-28T00:00:00,1f65f03f1225e061
UFC Fight Night: Te Huna vs Marquardt,"June 28, 2014","Auckland, New Zealand",http://ufcstats.com/event-details/ac9521250dc1a14c,Lightweight,http://ufcstats.com/fight-details/70e49c90d012de66,Jake Matthews,"""The Celtic Kid""",W,Dashon Johnson,"""Flyboy""",L,Jake Matthews,3,3:16,3 Rnd (5-5-5),Peter Hickmott,Triangle Choke From Bottom Guard,[],[],0,60,85,0.7,137,167,4,11,0.36,1,0,627,51,76,5,5,4,4,4,22,10,10,46,53,[],[],0,11,15,0.73,24,28,0,1,0.0,1,1,19,8,12,2,2,1,1,5,9,6,6,0,0,2014-06-28T00:00:00,70e49c90d012de66
UFC Fight Night: Te Huna vs Marquardt,"June 28, 2014","Auckland, New Zealand",http://ufcstats.com/event-details/ac9521250dc1a14c,Flyweight,http://ufcstats.com/fight-details/2977a9b5c30d89c1,Richie Vaculik,"""Vas""",W,Roldan Sangcha'an,"""The Executioner""",L,Richie Vaculik,3,5:00,3 Rnd (5-5-5),John Sharp,,[],[],0,27,50,0.54,55,82,4,15,0.26,2,1,427,12,32,9,9,6,9,16,38,9,10,2,2,[],[],0,36,81,0.44,40,85,1,2,0.5,0,1,53,15,56,4,6,17,19,33,76,3,5,0,0,2014-06-28T00:00:00,2977a9b5c30d89c1
UFC Fight Night: Te Huna vs Marquardt,"June 28, 2014","Auckland, New Zealand",http://ufcstats.com/event-details/ac9521250dc1a14c,Welterweight,http://ufcstats.com/fight-details/eb13a9d04dca676e,Chris Indich,,L,Vik Grujic,"""The Spartan""",W,Vik Grujic,1,4:55,3 Rnd (5-5-5),Peter Hickmott,Punch to Head In Clinch,[],[],0,14,35,0.4,20,42,1,1,1.0,0,0,57,3,21,6,7,5,7,6,25,8,10,0,0,[],[],0,15,30,0.5,24,39,1,3,0.33,0,0,102,12,27,1,1,2,2,10,21,5,8,0,1,2014-06-28T00:00:00,eb13a9d04dca676e
UFC Fight Night: Te Huna vs Marquardt,"June 28, 2014","Auckland, New Zealand",http://ufcstats.com/event-details/ac9521250dc1a14c,Welterweight,http://ufcstats.com/fight-details/2bb2a2652fe38809,Neil Magny,"""The Haitian Sensation""",W,Rodrigo de Lima,"""Monstro""",L,Neil Magny,2,2:32,3 Rnd (5-5-5),John Sharp,Punch to Head In Clinch,[],[],1,30,55,0.54,31,57,2,2,1.0,0,0,38,29,54,1,1,0,0,30,55,0,0,0,0,[],[],0,5,14,0.35,30,41,1,3,0.33,2,1,222,0,8,1,2,4,4,3,12,0,0,2,2,2014-06-28T00:00:00,2bb2a2652fe38809
UFC Fight Night: Te Huna vs Marquardt,"June 28, 2014","Auckland, New Zealand",http://ufcstats.com/event-details/ac9521250dc1a14c,Featherweight,http://ufcstats.com/fight-details/ee532a38a0b93127,Dan Hooker,"""The Hangman""",W,Ian Entwistle,"""Enty""",L,Dan Hooker,1,3:34,3 Rnd (5-5-5),Steve Perceval,Elbows to Head On Ground,[],[],0,12,18,0.66,51,67,0,0,0.0,0,0,113,11,17,1,1,0,0,3,5,1,1,8,12,[],[],0,1,9,0.11,1,9,0,2,0.0,3,0,21,0,8,1,1,0,0,0,8,1,1,0,0,2014-06-28T00:00:00,ee532a38a0b93127
UFC Fight Night: Te Huna vs Marquardt,"June 28, 2014","Auckland, New Zealand",http://ufcstats.com/event-details/ac9521250dc1a14c,Light Heavyweight,http://ufcstats.com/fight-details/25a28456f684503e,Gian Villante,,W,Sean O'Connell,"""The Real OC""",L,Gian Villante,3,5:00,3 Rnd (5-5-5),Peter Hickmott,,[],[],0,93,164,0.56,120,194,0,1,0.0,0,0,6,55,122,23,25,15,17,74,142,19,22,0,0,[],[],1,109,228,0.47,153,276,0,4,0.0,2,0,251,70,183,17,22,22,23,92,209,17,19,0,0,2014-06-28T00:00:00,25a28456f684503e
UFC Fight Night: Swanson vs Stephens,"June 28, 2014","San Antonio, Texas, USA",http://ufcstats.com/event-details/c0ed7b208197e8de,Featherweight,http://ufcstats.com/fight-details/46cfb41b00cb5ad8,Cub Swanson,,W,Jeremy Stephens,"""Lil' Heathen""",L,Cub Swanson,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,[],[],0,87,219,0.39,103,236,0,0,0.0,0,0,14,57,171,9,17,21,31,83,215,4,4,0,0,[],[],0,65,228,0.28,76,239,2,8,0.25,0,0,193,41,190,8,13,16,25,63,220,2,7,0,1,2014-06-28T00:00:00,46cfb41b00cb5ad8
UFC Fight Night: Swanson vs Stephens,"June 28, 2014","San Antonio, Texas, USA",http://ufcstats.com/event-details/c0ed7b208197e8de,Welterweight,http://ufcstats.com/fight-details/0dab467898de22c6,Kelvin Gastelum,,W,Nicholas Musoke,"""Nico""",L,Kelvin Gastelum,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,[],[],0,67,174,0.38,97,207,0,0,0.0,0,1,78,46,145,16,22,5,7,55,151,10,21,2,2,[],[],0,36,128,0.28,42,134,2,6,0.33,0,0,257,27,112,7,14,2,2,34,123,2,5,0,0,2014-06-28T00:00:00,0dab467898de22c6
UFC Fight Night: Swanson vs Stephens,"June 28, 2014","San Antonio, Texas, USA",http://ufcstats.com/event-details/c0ed7b208197e8de,Middleweight,http://ufcstats.com/fight-details/12bf24fa110513d0,Cezar Ferreira,"""Mutante""",W,Andrew Craig,"""Highlight""",L,Cezar Ferreira,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,,[],[],0,20,61,0.32,31,72,2,4,0.5,0,0,326,6,39,11,19,3,3,16,57,1,1,3,3,[],[],1,16,67,0.23,56,114,0,1,0.0,0,0,33,12,59,2,3,2,5,13,61,0,3,3,3,2014-06-28T00:00:00,12bf24fa110513d0
UFC Fight Night: Swanson vs Stephens,"June 28, 2014","San Antonio, Texas, USA",http://ufcstats.com/event-details/c0ed7b208197e8de,Featherweight,http://ufcstats.com/fight-details/2c8d1f5bb73a812b,Ricardo Lamas,"""The Bully""",W,Hacran Dias,"""Barnabe""",L,Ricardo Lamas,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,[],[],0,33,94,0.35,50,111,2,11,0.18,1,1,329,10,62,8,12,15,20,16,75,17,19,0,0,[],[],0,31,74,0.41,57,100,2,5,0.4,0,0,214,17,55,8,11,6,8,26,69,5,5,0,0,2014-06-28T00:00:00,2c8d1f5bb73a812b
UFC Fight Night: Swanson vs Stephens,"June 28, 2014","San Antonio, Texas, USA",http://ufcstats.com/event-details/c0ed7b208197e8de,Middleweight,http://ufcstats.com/fight-details/7d26a6b4b6845e1b,Clint Hester,"""Headbussa""",W,Antonio Braga Neto,,L,Clint Hester,3,5:00,3 Rnd (5-5-5),Herb Dean,,[],[],0,40,78,0.51,50,88,1,1,1.0,0,1,147,27,61,12,14,1,3,36,70,0,1,4,7,[],[],0,16,32,0.5,73,95,3,8,0.37,0,1,472,15,31,1,1,0,0,5,20,1,1,10,11,2014-06-28T00:00:00,7d26a6b4b6845e1b
UFC Fight Night: Swanson vs Stephens,"June 28, 2014","San Antonio, Texas, USA",http://ufcstats.com/event-details/c0ed7b208197e8de,Lightweight,http://ufcstats.com/fight-details/9afda67fdb4d7c07,Joe Ellenberger,"""Excalibur""",W,James Moontasri,"""Moon Walker""",L,Joe Ellenberger,3,5:00,3 Rnd (5-5-5),Frank Collazo,,[],[],0,22,37,0.59,50,73,3,10,0.3,2,0,389,17,31,4,5,1,1,6,17,4,5,12,15,[],[],1,35,67,0.52,119,163,0,0,0.0,0,0,303,31,63,4,4,0,0,11,26,1,2,23,39,2014-06-28T00:00:00,9afda67fdb4d7c07
UFC Fight Night: Swanson vs Stephens,"June 28, 2014","San Antonio, Texas, USA",http://ufcstats.com/event-details/c0ed7b208197e8de,Lightweight,http://ufcstats.com/fight-details/cbf36e02c68e7719,Colton Smith,,L,Diego Ferreira,,W,Diego Ferreira,1,0:38,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,[],[],0,2,3,0.66,2,3,0,0,0.0,0,0,10,0,1,1,1,1,1,0,1,2,2,0,0,[],[],0,7,10,0.7,7,10,1,1,1.0,1,0,10,4,6,3,4,0,0,2,4,3,3,2,3,2014-06-28T00:00:00,cbf36e02c68e7719
UFC Fight Night: Swanson vs Stephens,"June 28, 2014","San Antonio, Texas, USA",http://ufcstats.com/event-details/c0ed7b208197e8de,Bantamweight,http://ufcstats.com/fight-details/4eae10815ebe78e3,Johnny Bedford,"""Brutal""",L,Cody Gibson,"""The Renegade""",W,Cody Gibson,1,0:38,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance,[],[],0,7,11,0.63,7,11,0,0,0.0,0,0,0,5,9,2,2,0,0,3,4,4,7,0,0,[],[],1,3,8,0.37,3,8,0,0,0.0,0,0,4,2,6,0,1,1,1,2,5,1,2,0,1,2014-06-28T00:00:00,4eae10815ebe78e3
UFC Fight Night: Swanson vs Stephens,"June 28, 2014","San Antonio, Texas, USA",http://ufcstats.com/event-details/c0ed7b208197e8de,Middleweight,http://ufcstats.com/fight-details/47cabf79c3340581,Marcelo Guimaraes,"""Magrao""",W,Andy Enz,"""Tank Mode""",L,Marcelo Guimaraes,3,5:00,3 Rnd (5-5-5),Frank Collazo,,[],[],0,78,166,0.46,85,174,3,9,0.33,0,0,178,25,99,15,24,38,43,70,152,8,14,0,0,[],[],0,42,229,0.18,51,239,0,0,0.0,0,0,0,28,206,5,13,9,10,40,226,2,3,0,0,2014-06-28T00:00:00,47cabf79c3340581
UFC Fight Night: Swanson vs Stephens,"June 28, 2014","San Antonio, Texas, USA",http://ufcstats.com/event-details/c0ed7b208197e8de,Flyweight,http://ufcstats.com/fight-details/f3fb4be38377e1e9,Ray Borg,"""The Tazmexican Devil""",W,Shane Howell,,L,Ray Borg,1,2:17,3 Rnd (5-5-5),Jacob Montalvo,Rear Naked Choke,[],[],0,2,3,0.66,6,8,1,1,1.0,2,0,105,1,2,0,0,1,1,2,3,0,0,0,0,[],[],0,0,3,0.0,2,5,0,0,0.0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,2014-06-28T00:00:00,f3fb4be38377e1e9
UFC Fight Night: Swanson vs Stephens,"June 28, 2014","San Antonio, Texas, USA",http://ufcstats.com/event-details/c0ed7b208197e8de,Heavyweight,http://ufcstats.com/fight-details/612333aaff795989,Aleksei Oleinik,"""The Boa Constrictor""",W,Anthony Hamilton,"""Freight Train""",L,Aleksei Oleinik,1,2:18,3 Rnd (5-5-5),Herb Dean,Scarf Hold From Side Control,[],[],0,10,22,0.45,13,26,1,4,0.25,1,0,42,6,18,4,4,0,0,7,18,3,4,0,0,[],[],0,6,14,0.42,6,14,0,1,0.0,0,0,17,5,13,1,1,0,0,5,12,1,2,0,0,2014-06-28T00:00:00,612333aaff795989
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"July 06, 2014","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1c5879330d42255f,Featherweight,http://ufcstats.com/fight-details/bdcb43bf1daa790b,Frankie Edgar,"""The Answer""",W,BJ Penn,"""The Prodigy""",L,Frankie Edgar,3,4:16,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head From Guard,[],[],0,90,162,0.55,159,236,3,3,1.0,0,0,532,76,142,6,10,8,10,32,81,0,1,58,80,[],[],0,13,66,0.19,60,116,0,0,0.0,0,0,0,13,66,0,0,0,0,13,63,0,3,0,0,2014-07-06T00:00:00,bdcb43bf1daa790b
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"July 06, 2014","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1c5879330d42255f,Light Heavyweight,http://ufcstats.com/fight-details/8c5785de472dd9b2,Corey Anderson,"""Overtime""",W,Matt Van Buren,"""Gutter""",L,Corey Anderson,1,1:01,3 Rnd + OT (5-5-5-5),Mario Yamasaki,Punches to Head On Ground,[],[],0,24,37,0.64,28,45,2,2,1.0,0,0,19,22,33,2,3,0,1,9,14,7,13,8,10,[],[],0,2,10,0.2,2,10,0,0,0.0,0,0,0,1,8,1,1,0,1,2,9,0,1,0,0,2014-07-06T00:00:00,8c5785de472dd9b2
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"July 06, 2014","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1c5879330d42255f,Middleweight,http://ufcstats.com/fight-details/14a59abb3160ddaa,Dhiego Lima,,L,Eddie Gordon,"""Truck""",W,Eddie Gordon,1,1:11,3 Rnd + OT (5-5-5-5),Yves Lavigne,Punches to Head From Back Control,[],[],0,5,10,0.5,5,10,0,0,0.0,0,0,0,4,9,0,0,1,1,5,10,0,0,0,0,[],[],1,22,42,0.52,22,42,0,0,0.0,0,0,18,22,42,0,0,0,0,6,19,1,2,15,21,2014-07-06T00:00:00,14a59abb3160ddaa
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"July 06, 2014","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1c5879330d42255f,Heavyweight,http://ufcstats.com/fight-details/e7081f3a0a982f9d,Derrick Lewis,"""The Black Beast""",W,Guto Inocente,,L,Derrick Lewis,1,3:30,3 Rnd (5-5-5),Herb Dean,Punches to Head From Half Guard,[],[],0,6,16,0.37,7,17,1,2,0.5,0,0,93,4,12,2,2,0,2,1,9,2,3,3,4,[],[],0,6,8,0.75,8,10,0,0,0.0,0,0,0,0,2,5,5,1,1,3,5,3,3,0,0,2014-07-06T00:00:00,e7081f3a0a982f9d
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"July 06, 2014","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1c5879330d42255f,Flyweight,http://ufcstats.com/fight-details/de17a01ce8a0c654,Justin Scoggins,,L,Dustin Ortiz,,W,Dustin Ortiz,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,[],[],0,24,37,0.64,32,45,5,8,0.62,3,0,283,16,25,5,7,3,5,10,22,11,12,3,3,[],[],0,39,64,0.6,100,134,2,7,0.28,0,2,443,19,40,20,22,0,2,9,26,13,15,17,23,2014-07-06T00:00:00,de17a01ce8a0c654
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"July 06, 2014","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1c5879330d42255f,Lightweight,http://ufcstats.com/fight-details/94371d1af8aab471,Jesse Ronson,"""The Body Snatcher""",L,Kevin Lee,"""The Motown Phenom""",W,Kevin Lee,3,5:00,3 Rnd (5-5-5),Herb Dean,,[],[],0,48,100,0.48,51,105,1,2,0.5,1,0,40,27,72,9,12,12,16,45,93,3,7,0,0,[],[],0,49,110,0.44,66,128,4,12,0.33,0,1,427,33,90,16,20,0,0,36,94,7,10,6,6,2014-07-06T00:00:00,94371d1af8aab471
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"July 06, 2014","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1c5879330d42255f,Bantamweight,http://ufcstats.com/fight-details/8fd355e482806ca7,Jumabieke Tuerxun,"""The Wild Wolf""",L,Leandro Issa,"""Brodinho""",W,Leandro Issa,3,3:49,3 Rnd (5-5-5),Mario Yamasaki,Armbar From Mount,[],[],0,33,127,0.25,40,134,0,0,0.0,0,0,63,24,107,5,15,4,5,31,124,0,1,2,2,[],[],0,44,139,0.31,71,170,2,8,0.25,3,1,206,23,113,4,7,17,19,42,135,0,0,2,4,2014-07-06T00:00:00,8fd355e482806ca7
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"July 06, 2014","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1c5879330d42255f,Lightweight,http://ufcstats.com/fight-details/2f91307892d163ce,Adriano Martins,,W,Juan Manuel Puig,"""Fenix""",L,Adriano Martins,1,2:21,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance,[],[],1,9,24,0.37,10,25,0,0,0.0,0,0,3,9,24,0,0,0,0,9,22,0,2,0,0,[],[],0,13,51,0.25,13,51,0,0,0.0,0,0,0,4,37,1,1,8,13,13,51,0,0,0,0,2014-07-06T00:00:00,2f91307892d163ce
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"July 06, 2014","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1c5879330d42255f,Light Heavyweight,http://ufcstats.com/fight-details/1117f90ee81e0bbf,Patrick Walsh,"""The Beast of the East""",W,Daniel Spohn,"""Dragon""",L,Patrick Walsh,3,5:00,3 Rnd (5-5-5),Mark Smith,,[],[],0,11,24,0.45,110,127,5,7,0.71,3,0,664,11,24,0,0,0,0,4,12,1,1,6,11,[],[],0,24,51,0.47,52,80,0,1,0.0,2,0,64,20,46,1,1,3,4,17,40,6,10,1,1,2014-07-06T00:00:00,1117f90ee81e0bbf
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"July 06, 2014","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1c5879330d42255f,Catch Weight,http://ufcstats.com/fight-details/e7318f41bce58b8c,Sarah Moras,"""Cheesecake""",W,Alexis Dufresne,"""Sneaky Zebra""",L,Sarah Moras,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,[],[],0,15,34,0.44,123,149,1,2,0.5,0,1,154,12,29,1,3,2,2,8,21,4,8,3,5,[],[],0,12,28,0.42,65,86,3,3,1.0,0,1,653,5,21,5,5,2,2,5,11,0,0,7,17,2014-07-06T00:00:00,e7318f41bce58b8c
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"July 06, 2014","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1c5879330d42255f,Light Heavyweight,http://ufcstats.com/fight-details/a6245f48fc60bc6a,Robert Drysdale,,L,Keith Berish,"""Sha Bang Bang""",L,N/A,1,2:03,3 Rnd (5-5-5),Mark Smith,,[],[],0,0,5,0.0,2,7,1,1,1.0,3,0,90,0,4,0,1,0,0,0,5,0,0,0,0,[],[],0,0,0,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-07-06T00:00:00,a6245f48fc60bc6a
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",http://ufcstats.com/event-details/1fcfc3709fe58151,Lightweight,http://ufcstats.com/fight-details/753004dcc9c53eb6,Benson Henderson,"""Smooth""",W,Rustam Khabilov,"""Tiger""",L,Benson Henderson,4,1:16,5 Rnd (5-5-5-5-5),Mario Yamasaki,Rear Naked Choke,[],[],1,26,70,0.37,48,95,1,3,0.33,2,1,173,11,45,8,11,7,14,21,62,2,5,3,3,[],[],0,18,77,0.23,32,92,6,10,0.6,0,0,178,11,64,5,8,2,5,8,57,8,11,2,9,2014-06-07T00:00:00,753004dcc9c53eb6
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",http://ufcstats.com/event-details/1fcfc3709fe58151,Lightweight,http://ufcstats.com/fight-details/8d7ea177efadc718,Diego Sanchez,"""Nightmare""",W,Ross Pearson,"""The Real Deal""",L,Diego Sanchez,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,,[],[],0,33,134,0.24,33,134,0,1,0.0,0,0,2,18,106,13,23,2,5,30,126,3,8,0,0,[],[],1,51,122,0.41,51,122,1,1,1.0,0,0,6,27,88,23,32,1,2,47,112,3,8,1,2,2014-06-07T00:00:00,8d7ea177efadc718
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",http://ufcstats.com/event-details/1fcfc3709fe58151,Flyweight,http://ufcstats.com/fight-details/dbc35626d0f0576b,John Dodson,"""The Magician""",W,John Moraga,,L,John Dodson,2,5:00,3 Rnd (5-5-5),Mario Yamasaki,Nose Injury,[],[],1,27,63,0.42,41,81,1,1,1.0,0,0,53,14,44,8,14,5,5,23,55,0,0,4,8,[],[],0,8,54,0.14,8,54,0,2,0.0,0,0,2,3,35,3,11,2,8,6,51,2,3,0,0,2014-06-07T00:00:00,dbc35626d0f0576b
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",http://ufcstats.com/event-details/1fcfc3709fe58151,Lightweight,http://ufcstats.com/fight-details/b97d2f97d109cfc8,Rafael Dos Anjos,,W,Jason High,"""The Kansas City Bandit""",L,Rafael Dos Anjos,2,3:36,3 Rnd (5-5-5),Kevin Mulhall,Punch to Head At Distance,[],[],1,36,68,0.52,53,85,2,2,1.0,3,0,112,24,52,11,15,1,1,25,55,2,3,9,10,[],[],0,24,64,0.37,26,67,3,3,1.0,0,0,174,21,56,2,7,1,1,18,57,4,4,2,3,2014-06-07T00:00:00,b97d2f97d109cfc8
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",http://ufcstats.com/event-details/1fcfc3709fe58151,Lightweight,http://ufcstats.com/fight-details/6ff8fff0fe2a3cd9,Yves Edwards,,L,Piotr Hallmann,"""Pletwal""",W,Piotr Hallmann,3,2:31,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,[],[],0,27,79,0.34,31,84,1,1,1.0,0,0,43,15,63,9,13,3,3,21,72,6,7,0,0,[],[],0,56,113,0.49,96,162,4,11,0.36,1,0,330,25,70,23,32,8,11,29,72,10,17,17,24,2014-06-07T00:00:00,6ff8fff0fe2a3cd9
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",http://ufcstats.com/event-details/1fcfc3709fe58151,Bantamweight,http://ufcstats.com/fight-details/410e3163827d6d3b,Erik Perez,"""Goyito""",L,Bryan Caraway,"""Kid Lightning""",W,Bryan Caraway,2,1:52,3 Rnd (5-5-5),Raul Porrata,Rear Naked Choke,[],[],0,10,42,0.23,21,55,1,2,0.5,0,1,93,7,35,2,5,1,2,10,38,0,4,0,0,[],[],0,7,35,0.2,17,46,2,4,0.5,2,1,159,5,32,2,3,0,0,5,29,2,6,0,0,2014-06-07T00:00:00,410e3163827d6d3b
